0,0,0,1
0.1,0.000607266,0.000260376,1
0.2,0.00740714,0.00317609,1
0.3,0.0280163,0.0120138,1
0.4,0.0647502,0.0277683,1
0.5,0.1131,0.0485089,1
0.6,0.146436,0.0628135,1
0.7,0.194818,0.0835844,1
0.8,0.233435,0.100182,1
0.9,0.259784,0.111536,1
1,0.275673,0.118422,1
1.1,0.285838,0.122873,1
1.2,0.291845,0.125517,1
1.3,0.304367,0.131011,1
1.4,0.323197,0.139232,1
1.5,0.349097,0.150508,1
1.6,0.3806,0.164213,1
1.7,0.414875,0.179134,1
1.8,0.435207,0.188,1
1.9,0.467738,0.202224,1
2,0.496696,0.21495,1
2.1,0.52177,0.226049,1
2.2,0.543825,0.235891,1
2.3,0.564414,0.245145,1
2.4,0.575517,0.250153,1
2.5,0.596945,0.259833,1
2.6,0.62017,0.27033,1
2.7,0.645321,0.2817,1
2.8,0.671905,0.293735,1
2.9,0.699076,0.306074,1
3,0.711789,0.311868,1
3.1,0.738293,0.324003,1
3.2,0.763708,0.33573,1
3.3,0.787974,0.347026,1
3.4,0.811359,0.358008,1
3.5,0.834315,0.368873,1
3.6,0.843069,0.373035,1
3.7,0.866148,0.384049,1
3.8,0.889622,0.395305,1
3.9,0.913509,0.406814,1
4,0.937648,0.41851,1
4.1,0.961793,0.43029,1
4.2,0.968435,0.433548,1
4.3,0.992244,0.445293,1
4.4,1.01563,0.456948,1
4.5,1.03859,0.468511,1
4.6,1.0612,0.48002,1
4.7,1.08359,0.491532,1
4.8,1.08701,0.4933,1
4.9,1.10928,0.504881,1
5,1.13151,0.516554,1
5.1,1.15369,0.528319,1
5.2,1.17578,0.540158,1
5.3,1.19769,0.552042,1
5.4,1.19796,0.552187,1
5.5,1.21962,0.564092,1
5.6,1.24101,0.576005,1
5.7,1.2621,0.587929,1
5.8,1.28293,0.599877,1
5.9,1.3005,0.610105,1
6,1.3209,0.622143,1
6.1,1.34108,0.634246,1
6.2,1.36104,0.646414,1
6.3,1.38075,0.658644,1
6.4,1.39393,0.666953,1
6.5,1.41315,0.679274,1
6.6,1.43206,0.691648,1
6.7,1.45064,0.704079,1
6.8,1.46888,0.716572,1
6.9,1.47757,0.722631,1
7,1.49532,0.735231,1
7.1,1.51272,0.747912,1
7.2,1.52975,0.760675,1
7.3,1.54639,0.773524,1
7.4,1.55086,0.777041,1
7.5,1.56697,0.790001,1
7.6,1.58264,0.803053,1
7.7,1.59785,0.816203,1
7.79999,1.61258,0.829457,1
7.89999,1.61326,0.830087,1
7.99999,1.62745,0.843457,1
8.09999,1.64111,0.856944,1
8.2,1.65419,0.870553,1
8.3,1.66435,0.881678,1
8.4,1.6763,0.895521,1
8.5,1.68757,0.9095,1
8.6,1.69811,0.923619,1
8.7,1.70376,0.931722,1
8.8,1.71305,0.946067,1
8.9,1.72146,0.960555,1
9,1.72894,0.975181,1
9.1,1.73123,0.980131,1
9.2,1.73733,0.994925,1
9.3,1.74232,1.00982,1
9.4,1.74613,1.0248,1
9.5,1.74655,1.02682,1
9.6,1.74892,1.04183,1
9.7,1.74995,1.05681,1
9.8,1.74962,1.07171,1
9.9,1.74788,1.08645,1
10,1.74474,1.10097,1
10.1,1.74041,1.11472,1
10.2,1.73463,1.12861,1
10.3,1.7276,1.14212,1
10.4,1.71938,1.15522,1
10.5,1.719,1.15577,1
10.6,1.70965,1.16842,1
10.7,1.69928,1.18063,1
10.8,1.68798,1.19241,1
10.9,1.68553,1.19479,1
11,1.6732,1.20607,1
11.1,1.66008,1.21695,1
11.2,1.64624,1.22744,1
11.3,1.64024,1.23172,1
11.4,1.62546,1.2417,1
11.5,1.61007,1.25132,1
11.6,1.5941,1.26062,1
11.7,1.58345,1.26649,1
11.8,1.56662,1.27528,1
11.9,1.54931,1.28378,1
12,1.53155,1.29201,1
12.1,1.51554,1.29904,1
12.2,1.49699,1.30678,1
12.3,1.47804,1.31428,1
12.4,1.45872,1.32155,1
12.5,1.43905,1.32859,1
12.6,1.43701,1.32931,1
12.7,1.41697,1.33612,1
12.8,1.39661,1.34272,1
12.9,1.37593,1.34913,1
13,1.35497,1.35535,1
13.1,1.3484,1.35724,1
13.2,1.32707,1.36322,1
13.3,1.30547,1.36902,1
13.4,1.28361,1.37465,1
13.5,1.26151,1.38011,1
13.6,1.25033,1.38279,1
13.7,1.22787,1.38802,1
13.8,1.2052,1.39309,1
13.9,1.18231,1.39801,1
14,1.15921,1.40278,1
14.1,1.14349,1.40592,1
14.2,1.12006,1.41046,1
14.3,1.09644,1.41485,1
14.4,1.07265,1.41912,1
14.5,1.04868,1.42325,1
14.6,1.02862,1.42658,1
14.7,1.00435,1.43048,1
14.8,0.979924,1.43425,1
14.9,0.955345,1.43791,1
15,0.930621,1.44144,1
15.1,0.906547,1.44474,1
15.2,0.881553,1.44804,1
15.3,0.85643,1.45123,1
15.4,0.831181,1.45431,1
15.5,0.805814,1.45727,1
15.6,0.780331,1.46013,1
15.7,0.778112,1.46037,1
15.8,0.752509,1.46311,1
15.9,0.726802,1.46574,1
16,0.700994,1.46826,1
16.1,0.675089,1.47069,1
16.2,0.649092,1.47301,1
16.3,0.644218,1.47343,1
16.4,0.618117,1.47563,1
16.5,0.591932,1.47773,1
16.6,0.565669,1.47973,1
16.7,0.53933,1.48163,1
