0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000111e-01,7.407140000000000425e-03,3.176089999999999903e-03,1.000000000000000000e+00
4.000000000000000222e-01,6.475019999999999387e-02,2.776829999999999923e-02,1.000000000000000000e+00
5.999999999999999778e-01,1.464360000000000106e-01,6.281349999999999434e-02,1.000000000000000000e+00
8.000000000000000444e-01,2.334350000000000036e-01,1.001819999999999933e-01,1.000000000000000000e+00
1.000000000000000000e+00,2.756730000000000014e-01,1.184219999999999995e-01,1.000000000000000000e+00
1.199999999999999956e+00,2.918450000000000211e-01,1.255169999999999897e-01,1.000000000000000000e+00
1.399999999999999911e+00,3.231970000000000121e-01,1.392319999999999947e-01,1.000000000000000000e+00
1.600000000000000089e+00,3.805999999999999939e-01,1.642129999999999979e-01,1.000000000000000000e+00
1.800000000000000044e+00,4.352070000000000105e-01,1.880000000000000004e-01,1.000000000000000000e+00
2.000000000000000000e+00,4.966960000000000264e-01,2.149500000000000022e-01,1.000000000000000000e+00
2.200000000000000178e+00,5.438250000000000028e-01,2.358909999999999896e-01,1.000000000000000000e+00
2.399999999999999911e+00,5.755169999999999453e-01,2.501530000000000142e-01,1.000000000000000000e+00
2.600000000000000089e+00,6.201699999999999990e-01,2.703300000000000147e-01,1.000000000000000000e+00
2.799999999999999822e+00,6.719049999999999745e-01,2.937350000000000239e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.117890000000000050e-01,3.118679999999999786e-01,1.000000000000000000e+00
3.200000000000000178e+00,7.637080000000000535e-01,3.357299999999999729e-01,1.000000000000000000e+00
3.399999999999999911e+00,8.113590000000000524e-01,3.580079999999999929e-01,1.000000000000000000e+00
3.600000000000000089e+00,8.430689999999999573e-01,3.730350000000000055e-01,1.000000000000000000e+00
3.799999999999999822e+00,8.896220000000000239e-01,3.953050000000000175e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.376480000000000370e-01,4.185099999999999931e-01,1.000000000000000000e+00
4.200000000000000178e+00,9.684350000000000458e-01,4.335479999999999889e-01,1.000000000000000000e+00
4.400000000000000355e+00,1.015630000000000033e+00,4.569480000000000208e-01,1.000000000000000000e+00
4.599999999999999645e+00,1.061199999999999921e+00,4.800200000000000022e-01,1.000000000000000000e+00
4.799999999999999822e+00,1.087010000000000032e+00,4.933000000000000163e-01,1.000000000000000000e+00
5.000000000000000000e+00,1.131510000000000016e+00,5.165539999999999576e-01,1.000000000000000000e+00
5.200000000000000178e+00,1.175780000000000047e+00,5.401580000000000270e-01,1.000000000000000000e+00
5.400000000000000355e+00,1.197959999999999914e+00,5.521869999999999834e-01,1.000000000000000000e+00
5.599999999999999645e+00,1.241009999999999946e+00,5.760049999999999892e-01,1.000000000000000000e+00
5.799999999999999822e+00,1.282929999999999904e+00,5.998769999999999936e-01,1.000000000000000000e+00
6.000000000000000000e+00,1.320899999999999963e+00,6.221430000000000016e-01,1.000000000000000000e+00
6.200000000000000178e+00,1.361040000000000028e+00,6.464140000000000441e-01,1.000000000000000000e+00
6.400000000000000355e+00,1.393929999999999891e+00,6.669530000000000181e-01,1.000000000000000000e+00
6.599999999999999645e+00,1.432060000000000111e+00,6.916480000000000405e-01,1.000000000000000000e+00
6.799999999999999822e+00,1.468879999999999963e+00,7.165719999999999867e-01,1.000000000000000000e+00
7.000000000000000000e+00,1.495319999999999983e+00,7.352309999999999679e-01,1.000000000000000000e+00
7.200000000000000178e+00,1.529749999999999943e+00,7.606749999999999901e-01,1.000000000000000000e+00
7.400000000000000355e+00,1.550859999999999905e+00,7.770409999999999817e-01,1.000000000000000000e+00
7.599999999999999645e+00,1.582640000000000047e+00,8.030530000000000168e-01,1.000000000000000000e+00
7.799990000000000201e+00,1.612579999999999902e+00,8.294569999999999999e-01,1.000000000000000000e+00
7.999990000000000379e+00,1.627450000000000063e+00,8.434570000000000123e-01,1.000000000000000000e+00
8.199999999999999289e+00,1.654190000000000049e+00,8.705530000000000213e-01,1.000000000000000000e+00
8.400000000000000355e+00,1.676299999999999901e+00,8.955210000000000115e-01,1.000000000000000000e+00
8.599999999999999645e+00,1.698110000000000008e+00,9.236189999999999678e-01,1.000000000000000000e+00
8.800000000000000711e+00,1.713049999999999962e+00,9.460669999999999913e-01,1.000000000000000000e+00
9.000000000000000000e+00,1.728939999999999921e+00,9.751809999999999645e-01,1.000000000000000000e+00
9.199999999999999289e+00,1.737330000000000041e+00,9.949249999999999483e-01,1.000000000000000000e+00
9.400000000000000355e+00,1.746129999999999960e+00,1.024799999999999933e+00,1.000000000000000000e+00
9.599999999999999645e+00,1.748920000000000030e+00,1.041830000000000034e+00,1.000000000000000000e+00
9.800000000000000711e+00,1.749619999999999953e+00,1.071709999999999940e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.744739999999999958e+00,1.100970000000000004e+00,1.000000000000000000e+00
1.019999999999999929e+01,1.734629999999999894e+00,1.128609999999999891e+00,1.000000000000000000e+00
1.040000000000000036e+01,1.719379999999999908e+00,1.155219999999999914e+00,1.000000000000000000e+00
1.059999999999999964e+01,1.709649999999999892e+00,1.168420000000000014e+00,1.000000000000000000e+00
1.080000000000000071e+01,1.687980000000000036e+00,1.192409999999999970e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.673200000000000021e+00,1.206069999999999975e+00,1.000000000000000000e+00
1.119999999999999929e+01,1.646239999999999926e+00,1.227440000000000087e+00,1.000000000000000000e+00
1.140000000000000036e+01,1.625459999999999905e+00,1.241700000000000026e+00,1.000000000000000000e+00
1.159999999999999964e+01,1.594100000000000072e+00,1.260620000000000074e+00,1.000000000000000000e+00
1.180000000000000071e+01,1.566619999999999902e+00,1.275279999999999969e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.531549999999999967e+00,1.292010000000000103e+00,1.000000000000000000e+00
