1.540398999999999852e+00,1.320082000000000200e+00
1.543049391304347706e+00,1.254956913043478561e+00
1.545699782608695561e+00,1.189831826086956923e+00
1.548350173913043193e+00,1.124706739130434840e+00
1.551000565217391047e+00,1.059581652173913202e+00
1.553650956521738902e+00,9.944565652173915637e-01
1.556301347826086534e+00,9.293314782608697033e-01
1.558951739130434611e+00,8.642063913043479539e-01
1.561602130434782243e+00,7.990813043478262045e-01
1.564252521739130319e+00,7.339562173913045662e-01
1.566902913043478396e+00,6.688311304347828168e-01
1.569553304347826028e+00,6.037060434782609564e-01
1.572203695652173661e+00,5.385809565217393180e-01
1.574854086956521737e+00,4.734558695652175686e-01
1.577504478260869369e+00,4.083307826086957082e-01
1.580154869565217002e+00,3.432056956521740143e-01
1.582805260869565078e+00,2.780806086956522649e-01
1.585455652173912933e+00,2.129555217391305433e-01
1.588106043478260787e+00,1.478304347826088772e-01
1.590756434782608641e+00,8.270534782608701674e-02
1.593406826086956496e+00,1.758026086956529510e-02
1.596057217391304128e+00,-4.754482608695641266e-02
1.598707608695651983e+00,-1.126699130434782870e-01
1.601357999999999837e+00,-1.777949999999999808e-01
1.601357999999999837e+00,-1.777949999999999808e-01
1.538633463414633917e+00,-1.772236097560975498e-01
1.475908926829267998e+00,-1.766522195121951189e-01
1.413184390243902078e+00,-1.760808292682926601e-01
1.350459853658536602e+00,-1.755094390243902291e-01
1.287735317073170682e+00,-1.749380487804877982e-01
1.225010780487804762e+00,-1.743666585365853672e-01
1.162286243902438843e+00,-1.737952682926829084e-01
1.099561707317073145e+00,-1.732238780487804775e-01
1.036837170731707225e+00,-1.726524878048780465e-01
9.741126341463413052e-01,-1.720810975609756155e-01
9.113880975609753854e-01,-1.715097073170731568e-01
8.486635609756094656e-01,-1.709383170731706980e-01
7.859390243902436568e-01,-1.703669268292682670e-01
7.232144878048777370e-01,-1.697955365853658360e-01
6.604899512195121503e-01,-1.692241463414634051e-01
5.977654146341462305e-01,-1.686527560975609741e-01
5.350408780487803106e-01,-1.680813658536585153e-01
4.723163414634146684e-01,-1.675099756097561121e-01
4.095918048780487486e-01,-1.669385853658536534e-01
3.468672682926828843e-01,-1.663671951219511946e-01
2.841427317073169645e-01,-1.657958048780487914e-01
2.214181951219510447e-01,-1.652244146341463327e-01
1.586936585365851249e-01,-1.646530243902438739e-01
9.596912195121920508e-02,-1.640816341463414707e-01
3.324458536585361834e-02,-1.635102439024390120e-01
-2.947995121951230146e-02,-1.629388536585365810e-01
-9.220448780487822127e-02,-1.623674634146341500e-01
-1.549290243902441411e-01,-1.617960731707316913e-01
-2.176535609756100054e-01,-1.612246829268292603e-01
-2.803780975609756476e-01,-1.606532926829268293e-01
-3.431026341463414564e-01,-1.600819024390243983e-01
-4.058271707317073762e-01,-1.595105121951219673e-01
-4.685517073170732960e-01,-1.589391219512195086e-01
-5.312762439024392158e-01,-1.583677317073170776e-01
-5.940007804878048026e-01,-1.577963414634146189e-01
-6.567253170731707224e-01,-1.572249512195121879e-01
-7.194498536585366422e-01,-1.566535609756097569e-01
-7.821743902439025620e-01,-1.560821707317073259e-01
-8.448989268292684818e-01,-1.555107804878048949e-01
-9.076234634146340685e-01,-1.549393902439024362e-01
-9.703479999999999883e-01,-1.543680000000000052e-01
